Topic,Count,Name,Representation,Representative_Docs
155,119,155_car_traffic_scene_vehicles,"['car', 'traffic', 'scene', 'vehicles', 'amidst', 'appears', 'shows', 'road', '', '']","['A traffic scene shows several vehicles, including a police car, amidst what appears to be an incident or ongoing work on a roadway.', 'A traffic scene shows several vehicles, including a police car, amidst what appears to be an incident or ongoing work on a roadway.', 'A traffic scene shows several vehicles, including a police car, amidst what appears to be an incident or ongoing work on a roadway.']"
156,119,156_wooded area_autumn leaves_fallen autumn_fallen,"['wooded area', 'autumn leaves', 'fallen autumn', 'fallen', 'covered fallen', 'wooded', 'autumn', 'winds', 'leaves', 'covered']","['A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.']"
157,118,157_closeup view_displayed_inside_open,"['closeup view', 'displayed', 'inside', 'open', 'closeup', 'view', 'large', '', '', '']","['A close-up view inside the open engine cowling of a large aircraft displayed indoors.', 'A close-up view inside the open engine cowling of a large aircraft displayed indoors.', 'A close-up view inside the open engine cowling of a large aircraft displayed indoors.']"
158,117,158_long_modern_walls_image shows,"['long', 'modern', 'walls', 'image shows', 'view', 'image', 'shows', '', '', '']","['A long, modern subway or transit tunnel with a central track and high, metallic ceiling.', 'A long, modern subway or transit tunnel with a central track and high, metallic ceiling.', 'A long, modern subway or transit tunnel with a central track and high, metallic ceiling.']"
159,116,159_overgrown vegetation_vegetation_stands_overgrown,"['overgrown vegetation', 'vegetation', 'stands', 'overgrown', 'building', 'sky', 'large', '', '', '']","['A large, multi-story building with numerous broken windows stands against a pale sky, surrounded by overgrown vegetation.', 'A large, multi-story building with numerous broken windows stands against a pale sky, surrounded by overgrown vegetation.', 'A large, multi-story building with numerous broken windows stands against a pale sky, surrounded by overgrown vegetation.']"
160,116,160_lining city_lining_city street_scene,"['lining city', 'lining', 'city street', 'scene', 'black white', 'street', 'vehicles', 'white', 'city', 'black']","['A black and white street scene featuring several buildings lining a city street with vehicles present.', 'A black and white street scene featuring several buildings lining a city street with vehicles present.', 'A black and white street scene featuring several buildings lining a city street with vehicles present.']"
161,116,161_individuals_paved_outdoor area_people gathered,"['individuals', 'paved', 'outdoor area', 'people gathered', 'outdoor', 'group people', 'group', 'gathered', 'area', 'people']","['A group of people are gathered in a paved outdoor area, with some individuals appearing to be participating in a demonstration or gathering.', 'A group of people is gathered in a paved outdoor area, with some individuals appearing to be participating in a demonstration or gathering.', 'A group of people are gathered in a paved outdoor area, with some individuals appearing to be participating in a demonstration or gathering.']"
162,115,162_setting_openair structure_shaded openair_openair,"['setting', 'openair structure', 'shaded openair', 'openair', 'shaded', 'seated', 'structure', 'people', '', '']","['Several people are seated under a shaded, open-air structure in a park-like setting.', 'Several people are seated under a shaded, open-air structure in a park-like setting.', 'Several people are seated under a shaded, open-air structure in a park-like setting.']"
163,115,163_urban_trees_sky view_foreground,"['urban', 'trees', 'sky view', 'foreground', 'buildings', 'distance', 'view', 'tree', 'sky', 'large']","['A view over a suburban or urban landscape dominated by bare trees in the foreground and buildings in the distance.', 'A view over a suburban or urban landscape dominated by bare trees in the foreground and buildings in the distance.', 'A view over a suburban or urban landscape dominated by bare trees in the foreground and buildings in the distance.']"
164,115,164_floor image_cluttered_debris floor_space exposed,"['floor image', 'cluttered', 'debris floor', 'space exposed', 'interior space', 'exposed structural', 'structural elements', 'structural', 'elements', 'image shows']","['The image shows a dark, cluttered interior space with exposed structural elements and debris on the floor.', 'The image shows a dark, cluttered interior space with exposed structural elements and debris on the floor.', 'The image shows a dark, cluttered interior space with exposed structural elements and debris on the floor.']"
165,114,165_long_open_distance_road,"['long', 'open', 'distance', 'road', 'sky', '', '', '', '', '']","['A long, unpaved road stretches into the distance between open fields under a cloudy sky.', 'A long, unpaved road stretches into the distance between open fields under a cloudy sky.', 'A long, unpaved road stretches into the distance between open fields under a cloudy sky.']"
166,114,166_closeup view_displayed_open_inside,"['closeup view', 'displayed', 'open', 'inside', 'closeup', 'view', 'large', 'featuring', 'visible', '']","['A close-up view inside the open engine cowling of a large aircraft displayed indoors.', 'A close-up view inside the open engine cowling of a large aircraft displayed indoors.', 'A close-up view inside the open engine cowling of a large aircraft displayed indoors.']"
167,113,167_floor interior_industrial_debris floor_space exposed,"['floor interior', 'industrial', 'debris floor', 'space exposed', 'large derelict', 'exposed structural', 'structural elements', 'structural', 'elements', 'derelict']","['The interior of a large, derelict industrial or warehouse-like space with exposed structural elements and debris on the floor.', 'The interior of a large, derelict industrial or warehouse-like space with exposed structural elements and debris on the floor.', 'The interior of a large, derelict industrial or warehouse-like space with exposed structural elements and debris on the floor.']"
168,112,168_large window_sunlight_near_wooden floor,"['large window', 'sunlight', 'near', 'wooden floor', 'window', 'floor', 'bright', 'wooden', 'large', '']","['A cat is resting on a wooden floor near a large window that lets in bright sunlight.', 'A cat is resting on a wooden floor near a large window that lets in bright sunlight.', 'A cat is resting on a wooden floor near a large window that lets in bright sunlight.']"
169,112,169_room large_shows interior_derelict_window,"['room large', 'shows interior', 'derelict', 'window', 'image shows', 'overgrown', 'room', 'image', 'shows', 'interior']","['The image shows the interior of a derelict room with a large, overgrown window opening onto the outside.', 'The image shows the interior of a derelict room with a large, overgrown window opening onto the outside.', 'The image shows the interior of a derelict room with a large, overgrown window opening onto the outside.']"
170,111,170_wall_showing_vehicle_road,"['wall', 'showing', 'vehicle', 'road', 'debris', 'view', 'pavement', 'scattered', 'construction', 'piece']","['A view from a vehicle showing a multi-lane road bordered by a high retaining wall and some debris on the asphalt.', 'A view from a vehicle showing a multi-lane road bordered by a high retaining wall and some debris on the asphalt.', 'A view from a vehicle showing a multi-lane road bordered by a high retaining wall and some debris on the asphalt.']"
171,111,171_industriallooking_covered_image shows_image,"['industriallooking', 'covered', 'image shows', 'image', 'shows', 'area', 'wooden', 'right', 'featuring', 'foreground']","['The image shows an indoor or covered market area with a wooden counter and industrial-looking equipment.', 'The image shows an indoor or covered market area with a wooden counter and industrial equipment visible.', 'The image shows an indoor or covered market area with a wooden counter and industrial equipment visible.']"
172,111,172_overlooking_sits_window_greenery,"['overlooking', 'sits', 'window', 'greenery', '', '', '', '', '', '']","['A stuffed panda toy sits on a windowsill in front of a window overlooking greenery and a water feature.', 'A stuffed panda toy sits on a windowsill in front of a window overlooking greenery and a water feature.', 'A stuffed panda toy sits on a windowsill in front of a window overlooking greenery and a water feature.']"
173,109,173_background people_shaded_seated_setting,"['background people', 'shaded', 'seated', 'setting', 'background', 'trees', 'outdoor area', 'openair', 'openair structure', 'shaded openair']","['Several people are seated under a shaded, open-sided structure in an outdoor area with trees and buildings in the background.', 'Several people are seated under a shaded, open-sided structure in an outdoor area with trees and buildings in the background.', 'Several people are seated under a shaded, open-sided structure in an outdoor area with trees and buildings in the background.']"
174,109,174_damaged vehicle_street people_background people_highvisibility vests,"['damaged vehicle', 'street people', 'background people', 'highvisibility vests', 'vests', 'highvisibility', 'damaged', 'vehicle', 'background', 'people']","['Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.', 'Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.', 'Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.']"
175,109,175_lit_dimly_dimly lit_bright,"['lit', 'dimly', 'dimly lit', 'bright', 'walls', 'leading', 'distance', 'brick', '', '']","['A dimly lit, tunnel-like passage leads towards a bright opening at the far end.', 'A dimly lit, tunnel-like passage leads towards a bright opening at the far end.', 'A dimly lit, tunnel-like passage leads toward a bright opening at the far end.']"
176,109,176_pavement_orange_traffic_visible,"['pavement', 'orange', 'traffic', 'visible', '', '', '', '', '', '']","['A painted design resembling a sunburst or halo is visible on the pavement next to an orange traffic cone.', 'A painted design resembling a sunburst or halo is visible on the pavement next to an orange traffic cone.', 'A painted design resembling a sunburst or halo is visible on the pavement next to an orange traffic cone.']"
177,109,177_circular_large room_leading_room features,"['circular', 'large room', 'leading', 'room features', 'doorway', 'open', 'features', 'interior large', 'room', 'suspended']","['The interior of a large, empty room features a hanging circular object and an open doorway leading into darkness.', 'The interior of a large, empty room features a hanging circular object and an open doorway leading into darkness.', 'The interior of a large, empty room features a hanging circular object and an open doorway leading into darkness.']"
178,109,178_wooded area_autumn leaves_fallen autumn_fallen,"['wooded area', 'autumn leaves', 'fallen autumn', 'fallen', 'covered fallen', 'wooded', 'autumn', 'winds', 'leaves', 'covered']","['A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.']"
179,109,179_circular_suspended_large room_light,"['circular', 'suspended', 'large room', 'light', 'leading', 'room features', 'doorway', 'open', 'features', 'interior large']","['The interior of a large, empty room features a suspended circular light fixture and an open doorway leading into darkness.', 'The interior of a large, empty room features a suspended circular light fixture and an open doorway leading into darkness.', 'The interior of a large, empty room features a suspended circular light fixture and an open doorway leading into darkness.']"
180,108,180_glass_doorway_appears_,"['glass', 'doorway', 'appears', '', '', '', '', '', '', '']","['Yellow caution tape is strung across a glass doorway, which appears to be under some form of restriction or maintenance.', 'Yellow caution tape is strung across a glass doorway, which appears to be under some form of restriction or maintenance.', 'Yellow caution tape is strung across a glass doorway, which appears to be under some form of restriction or maintenance.']"
181,108,181_somewhat_leaning_inside large_industriallooking,"['somewhat', 'leaning', 'inside large', 'industriallooking', 'inside', 'space', 'large', '', '', '']","['Two men are working inside a large, somewhat industrial-looking space, one leaning over a railing.', 'Two men are working inside a large, somewhat industrial-looking space, one leaning over a railing.', 'Two men are working inside a large, somewhat industrial-looking space, one leaning over a railing.']"
182,108,182_pavement_orange_traffic_building,"['pavement', 'orange', 'traffic', 'building', 'clear sky', 'person', 'cityscape', 'looking', 'visible', 'clear']","['A painted design resembling a sunburst and a building is visible on the pavement next to an orange traffic cone.', 'A painted design resembling a sunburst and a building is visible on the pavement next to an orange traffic cone.', 'A painted design resembling a sunburst and a building is visible on the pavement next to an orange traffic cone.']"
183,107,183_industriallooking_covered_image shows_image,"['industriallooking', 'covered', 'image shows', 'image', 'shows', 'area', 'wooden', 'draped', 'suspended', '']","['The image shows an indoor or covered market area with a wooden counter and industrial-looking equipment under a canopy.', 'The image shows an indoor or covered market area with a wooden counter and industrial-looking equipment under a canopy.', 'The image shows an indoor or covered market area with a wooden counter and industrial-looking equipment under a canopy.']"
184,107,184_leaves_fallen autumn_autumn leaves_covered fallen,"['leaves', 'fallen autumn', 'autumn leaves', 'covered fallen', 'fallen', 'lining city', 'lining', 'city street', 'sunlight', 'autumn']","['Sunlight filters through the leaves of large trees lining a city street covered in fallen autumn leaves.', 'Sunlight filters through the leaves of large trees lining a city street covered in fallen autumn leaves.', 'Sunlight filters through the leaves of large trees lining a city street covered in fallen autumn leaves.']"
185,107,185_large window_urban_near_wooden floor,"['large window', 'urban', 'near', 'wooden floor', 'modern', 'window', 'floor', 'area', 'wooden', 'large']","['A cat is resting on a wooden floor near a large window that overlooks a modern urban area.', 'A cat is resting on a wooden floor near a large window that overlooks a modern urban area.', 'A cat is resting on a wooden floor near a large window that overlooks a modern urban area.']"
186,106,186_corrugated metal_metal_lightcolored_signs,"['corrugated metal', 'metal', 'lightcolored', 'signs', 'wall', 'corrugated', 'fence', 'visible', '', '']","['A corrugated metal fence with visible signs of rust is set against a weathered, light-colored wall.', 'A corrugated metal fence with visible signs of rust is set against a weathered, light-colored wall.', 'A corrugated metal fence with visible signs of rust is set against a weathered, light-colored wall.']"
187,104,187_somewhat_leaning_inside large_industriallooking,"['somewhat', 'leaning', 'inside large', 'industriallooking', 'inside', 'space', 'large', '', '', '']","['Two men are working inside a large, somewhat industrial-looking space, one leaning over a railing.', 'Two men are working inside a large, somewhat industrial-looking space, one leaning over a railing.', 'Two men are working inside a large, somewhat industrial-looking space, one leaning over a railing.']"
188,103,188_floor interior_large window_window_debris,"['floor interior', 'large window', 'window', 'debris', 'overgrown', 'room', 'floor', 'shows', 'interior', 'large']","['The interior of a room shows a large window overgrown with small plants, with debris covering the floor.', 'The interior of a room shows a large window overgrown with small plants, with debris covering the floor.', 'The interior of a room shows a large window overgrown with small plants, with debris covering the floor.']"
189,102,189_draped_signs_room_image,"['draped', 'signs', 'room', 'image', 'interior', 'visible', 'showing', '', '', '']","['The image depicts an interior room with draped curtains, metal-framed beds, and visible signs of disrepair.', 'The image depicts an interior room with draped curtains, metal-framed beds, and visible signs of disrepair.', 'The image depicts an interior room with draped curtains, metal-framed beds, and visible signs of disrepair.']"
190,102,190_openair_openair structure_shaded openair_shaded,"['openair', 'openair structure', 'shaded openair', 'shaded', 'seated', 'appears', 'structure', 'area', 'people', 'individuals']","['Several people are seated under a shaded, open-air structure in what appears to be a public park or gathering area.', 'Several people are seated under a shaded, open-air structure in what appears to be a public park or gathering area.', 'Several people are seated under a shaded, open-air structure in what appears to be a public park or gathering area.']"
191,102,191_activity_person_bright_,"['activity', 'person', 'bright', '', '', '', '', '', '', '']","['A person is engaged in a workshop activity, producing bright sparks from a tool.', 'A person is engaged in a workshop activity, producing bright sparks from a tool.', 'A person is engaged in a workshop activity, producing bright sparks from a tool.']"
192,102,192_open_distance_road_sky,"['open', 'distance', 'road', 'sky', '', '', '', '', '', '']","['A straight, unpaved road stretches into the distance between open fields under an overcast sky.', 'A straight, unpaved road stretches into the distance between open fields under an overcast sky.', 'A straight, unpaved road stretches into the distance between open fields under an overcast sky.']"
193,102,193_closeup view_displayed_inside_open,"['closeup view', 'displayed', 'inside', 'open', 'closeup', 'view', 'large', '', '', '']","['A close-up view inside the open engine cowling of a large aircraft displayed indoors.', 'A close-up view inside the open engine cowling of a large aircraft displayed indoors.', 'A close-up view inside the open engine cowling of a large aircraft displayed indoors.']"
194,101,194_showing_car_vehicle_debris,"['showing', 'car', 'vehicle', 'debris', 'scattered', 'view', 'road', 'area', 'piece', 'near']","['A view from a vehicle showing a highway with a car driving past and some debris on the shoulder.', 'A view from a vehicle showing a highway with a car driving past and some debris on the shoulder.', 'A view from a vehicle showing a highway with a car driving past and some debris on the shoulder.']"
195,100,195_car_vehicles_traffic_appears,"['car', 'vehicles', 'traffic', 'appears', 'scene', 'near', 'amidst', 'visible', 'damaged', 'shows']","['A scene of traffic congestion involving several vehicles, including a police car, near what appears to be an incident.', 'A scene of traffic congestion involving several vehicles, including a police car, near what appears to be an incident.', 'A scene of traffic congestion involving several vehicles, including a police car, near what appears to be an incident.']"
196,100,196_winds_vibrant_blue_green,"['winds', 'vibrant', 'blue', 'green', 'clear', 'visible', 'sky', '', '', '']","['A dirt path winds through a vibrant green field under a clear blue sky with power lines visible overhead.', 'A dirt path winds through a vibrant green field under a clear blue sky with power lines visible overhead.', 'A dirt path winds through a vibrant green field under a clear blue sky with power lines visible overhead.']"
197,100,197_overlooking_sits_window_greenery,"['overlooking', 'sits', 'window', 'greenery', '', '', '', '', '', '']","['A stuffed panda toy sits on a windowsill in front of a window overlooking greenery and flowers.', 'A stuffed panda toy sits on a windowsill in front of a window overlooking greenery and a water feature.', 'A stuffed panda toy sits on a windowsill in front of a window overlooking greenery and a water feature.']"
198,99,198_individuals_damaged vehicle_standing_damaged,"['individuals', 'damaged vehicle', 'standing', 'damaged', 'nearby', 'vehicle', 'amidst', 'street', 'street people', 'debris']","['A heavily damaged vehicle lies amidst debris on a street, with several individuals standing nearby.', 'A heavily damaged vehicle lies amidst debris on a street, with several individuals standing nearby.', 'A heavily damaged vehicle lies amidst debris on a street, with several individuals standing nearby.']"
199,98,199_dense_amidst_vibrant_fence,"['dense', 'amidst', 'vibrant', 'fence', 'green', 'wooden', '', '', '', '']","['A wooden plank leans against a wire fence amidst dense, vibrant green foliage.', 'A wooden plank leans against a wire fence amidst dense, vibrant green foliage.', 'A wooden plank leans against a wire fence amidst dense, vibrant green foliage.']"
200,97,200_suspended_large room_light_leading,"['suspended', 'large room', 'light', 'leading', 'room features', 'doorway', 'open', 'features', 'interior large', 'room']","['The interior of a large, empty room features a suspended, spherical light fixture and an open doorway leading into darkness.', 'The interior of a large, empty room features a suspended, spherical light fixture and an open doorway leading into darkness.', 'The interior of a large, empty room features a suspended, spherical light fixture and an open doorway leading into darkness.']"
201,96,201_circular_large room_room features_doorway,"['circular', 'large room', 'room features', 'doorway', 'interior large', 'open', 'draped', 'room', 'features', 'shows interior']","['The interior of a large, empty room features a hanging circular object and a partially open doorway.', 'The interior of a large, empty room features a hanging circular object and a partially open doorway.', 'The interior of a large, empty room features a hanging circular object and a partially open doorway.']"
202,96,202_lining city_lining_city street_sunlight,"['lining city', 'lining', 'city street', 'sunlight', 'autumn', 'leaves', 'city', 'trees', 'street', 'large']","['Sunlight filters through the leaves of large trees lining a city street during autumn.', 'Sunlight filters through the leaves of large trees lining a city street during autumn.', 'Sunlight filters through the leaves of large trees lining a city street during autumn.']"
203,96,203_road_vehicle_showing_car,"['road', 'vehicle', 'showing', 'car', 'wall', 'distance', 'green', 'debris', 'scattered', 'view']","['A view from a vehicle showing a multi-lane road bordered by a high green wall, with a car visible in the distance and some debris on the road surface.', 'A view from a vehicle showing a multi-lane road bordered by a high green wall, with a car visible in the distance and some debris on the road surface.', 'A view from a vehicle showing a multi-lane road bordered by a high green wall, with a car visible in the distance and some debris on the road surface.']"
204,95,204_sky view_tree_bright sky_looking,"['sky view', 'tree', 'bright sky', 'looking', 'brick', 'foreground', 'buildings', 'bright', 'view', 'sky']","['A view looking up at large brick buildings with a tree in the foreground under a bright sky.', 'A view looking up at large brick buildings with a tree in the foreground under a bright sky.', 'A view looking up at large brick buildings with a tree in the foreground under a bright sky.']"
205,95,205_leaning_inside large_industriallooking_inside,"['leaning', 'inside large', 'industriallooking', 'inside', 'space', 'large', '', '', '', '']","['Two men are working inside a large, industrial-looking space, one leaning over a railing.', 'Two men are working inside a large, industrial-looking space, one leaning over a railing.', 'Two men are working inside a large, industrial-looking space, one leaning over a railing.']"
206,95,206_lining city_lining_city street_sunlight,"['lining city', 'lining', 'city street', 'sunlight', 'autumn', 'leaves', 'city', 'trees', 'street', 'large']","['Sunlight filters through the leaves of large trees lining a city street during autumn.', 'Sunlight filters through the leaves of large trees lining a city street during autumn.', 'Sunlight filters through the leaves of large trees lining a city street during autumn.']"
207,94,207_wooded area_covered fallen_fallen_autumn leaves,"['wooded area', 'covered fallen', 'fallen', 'autumn leaves', 'fallen autumn', 'wooded', 'winds', 'autumn', 'leaves', 'covered']","['A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.']"
208,94,208_openair structure_openair_shaded openair_shaded,"['openair structure', 'openair', 'shaded openair', 'shaded', 'appears', 'people gathered', 'structure', 'standing', 'gathered', 'area']","['Several people are gathered under a shaded, open-air structure in what appears to be a park or public area.', 'Several people are gathered under a shaded, open-air structure in what appears to be a park or public area.', 'Several people are gathered under a shaded, open-air structure in what appears to be a park or public area.']"
209,94,209_clear sky_person_cityscape_looking,"['clear sky', 'person', 'cityscape', 'looking', 'clear', 'sky', '', '', '', '']","['A person is seen from behind, looking out over a wide expanse of water, a bridge, and a distant cityscape under a clear sky.', 'A person is seen from behind, looking out over a wide expanse of water, a bridge, and a distant cityscape under a clear sky.', 'A person is seen from behind, looking out over a wide expanse of water, a bridge, and a distant cityscape under a clear sky.']"
210,94,210_stands_setting_sunset_appears,"['stands', 'setting', 'sunset', 'appears', 'background', 'trees', 'structure', 'wooden', 'visible', 'area']","['A traditional wooden structure stands in a park setting during what appears to be sunrise or sunset, with blooming trees visible in the background.', 'A traditional wooden structure stands in a park setting during what appears to be sunrise or sunset, with blooming trees visible in the background.', 'A traditional wooden structure stands in a park setting during what appears to be sunrise or sunset, with blooming trees visible in the background.']"
211,94,211_leaning_dense_amidst_fence,"['leaning', 'dense', 'amidst', 'fence', 'overgrown', 'wooden', 'green', '', '', '']","['A wooden plank is leaning against a wire fence amidst dense, overgrown foliage.', 'A wooden plank is leaning against a wire fence amidst dense, overgrown foliage.', 'A wooden plank is leaning against a wire fence amidst dense, overgrown foliage.']"
212,93,212_large window_sunlight_wooden floor_window,"['large window', 'sunlight', 'wooden floor', 'window', 'floor', 'wooden', 'large', 'bright', 'orange', 'white']","['A cat is lying on a wooden floor in front of a large window letting in sunlight.', 'A cat is lying on a wooden floor in front of a large window letting in sunlight.', 'A cat is lying on a wooden floor in front of a large window letting in sunlight.']"
213,92,213_corrugated metal_metal_piece_corrugated,"['corrugated metal', 'metal', 'piece', 'corrugated', 'displayed', 'vibrant', 'blue', 'foreground', 'green', 'large']","['A large, vibrant piece of green and blue mineral or crystal is displayed in the foreground against the backdrop of an old, corrugated metal barn.', 'A large, vibrant piece of green and blue mineral or crystal is displayed in the foreground against the backdrop of an old, corrugated metal barn.', 'A large, vibrant piece of green and blue mineral or crystal is displayed in the foreground against the backdrop of an old, corrugated metal barn.']"
214,92,214_individuals_standing_paved_outdoor area,"['individuals', 'standing', 'paved', 'outdoor area', 'people gathered', 'outdoor', 'group people', 'group', 'gathered', 'area']","['A group of people is gathered in a paved outdoor area, with some individuals walking and others standing.', 'A group of people are gathered in a paved outdoor area, with some individuals walking and others standing.', 'A group of people are gathered in a paved outdoor area, with some individuals walking and others standing.']"
215,92,215_industrial_right_features_covered,"['industrial', 'right', 'features', 'covered', 'space', 'outdoor', 'suspended', 'area', 'wooden', 'visible']","['An indoor or covered outdoor space features a wooden counter area under a large awning, with industrial equipment visible on the right.', 'An indoor or covered outdoor space features a wooden counter area under a large awning, with industrial equipment visible on the right.', 'An indoor or covered outdoor space features a wooden counter area beneath a large awning, with industrial equipment visible on the right.']"
216,92,216_long_open_distance_road,"['long', 'open', 'distance', 'road', 'sky', '', '', '', '', '']","['A long, unpaved road stretches into the distance between open fields under an overcast sky.', 'A long, unpaved road stretches into the distance between open fields under an overcast sky.', 'A long, unpaved road stretches into the distance between open fields under an overcast sky.']"
217,91,217_winds_vibrant_blue_green,"['winds', 'vibrant', 'blue', 'green', 'clear', 'visible', 'sky', 'distance', 'bright', '']","['A dirt path winds through a vibrant green field under a clear blue sky, with power lines visible overhead.', 'A dirt path winds through a vibrant green field under a clear blue sky, with power lines visible overhead.', 'A dirt path winds through a vibrant green field under a clear blue sky, with power lines visible overhead.']"
218,91,218_scattered_ground_paved_vehicle,"['scattered', 'ground', 'paved', 'vehicle', 'road', 'image shows', 'image', 'shows', 'debris', 'near']","['The image shows the aftermath of a serious vehicle accident on a paved road, with wreckage scattered on the ground.', 'The image shows the aftermath of a serious vehicle accident on a paved road, with wreckage scattered on the ground.', 'The image shows the aftermath of a serious vehicle accident on a paved road, with wreckage scattered on the ground.']"
219,90,219_car_vehicles_traffic_scene,"['car', 'vehicles', 'traffic', 'scene', 'road', 'visible', 'appears', '', '', '']","['A scene of heavy traffic congestion involving several vehicles, including a police car, on a roadway.', 'A scene of heavy traffic congestion involving several vehicles, including a police car, on a road.', 'A scene of heavy traffic congestion involving several vehicles, including a police car, on a road.']"
220,90,220_room large_orange_wooden floor_brick,"['room large', 'orange', 'wooden floor', 'brick', 'room', 'floor', 'wooden', 'large', '', '']","['Two large, orange cylindrical containers sit on a wooden floor in a corner of a brick room.', 'Two large, orange cylindrical containers sit on a wooden floor in a corner of a brick room.', 'Two large, orange cylindrical containers sit on a wooden floor in a corner of a brick room.']"
221,89,221_urban_clear sky_dense_dark,"['urban', 'clear sky', 'dense', 'dark', 'clear', 'sky', '', '', '', '']","['A plume of dark smoke rises over a dense urban skyline under a clear sky.', 'A plume of dark smoke rises over a dense urban skyline under a clear sky.', 'A plume of dark smoke rises over a dense urban skyline under a clear sky.']"
222,89,222_light_concrete_closeup_lightcolored,"['light', 'concrete', 'closeup', 'lightcolored', 'showing', '', '', '', '', '']","['A close-up, high-contrast photograph of a textured, light gray concrete surface.', 'A close-up, high-key photograph of a light gray, textured concrete surface with some minor imperfections.', 'A close-up, high-key photograph of a light gray, textured concrete surface.']"
223,89,223_suspended_large room_light_leading,"['suspended', 'large room', 'light', 'leading', 'room features', 'circular', 'doorway', 'open', 'features', 'interior large']","['The interior of a large, empty room features a suspended, circular light fixture and an open doorway leading into darkness.', 'The interior of a large, empty room features a suspended, circular light fixture and an open doorway leading into darkness.', 'The interior of a large, empty room features a suspended, circular light fixture and an open doorway leading into darkness.']"
224,89,224_pavement_traffic_orange_visible,"['pavement', 'traffic', 'orange', 'visible', 'structure', 'view', '', '', '', '']","['A painted design resembling a sunburst or halo is visible on the pavement next to an orange traffic cone.', 'A painted design resembling a sunburst or halo is visible on the pavement next to an orange traffic cone.', 'A painted design resembling a sunburst or halo is visible on the pavement next to an orange traffic cone.']"
225,88,225_inside large_closeup view_displayed_inside,"['inside large', 'closeup view', 'displayed', 'inside', 'closeup', 'structure', 'view', 'large', 'circular', '']","['A close-up view inside a large, metallic, curved structure, possibly part of an aircraft or exhibit, displayed indoors.', 'A close-up view inside a large, metallic, curved structure, possibly part of an aircraft or exhibit, displayed indoors.', 'A close-up view inside a large, metallic, curved structure, possibly part of an aircraft or exhibit, displayed indoors.']"
226,87,226_tall_fence_bright_wooden,"['tall', 'fence', 'bright', 'wooden', 'sky', 'bright sky', 'covered', 'large', '', '']","['A steep, rocky embankment rises alongside a tall wooden fence under a bright, sunny sky.', 'A steep, rocky embankment rises alongside a tall wooden fence under a bright, sunny sky.', 'A steep, rocky embankment rises alongside a tall wooden fence under a bright, sunny sky.']"
227,86,227_concrete_lightcolored_closeup_stone,"['concrete', 'lightcolored', 'closeup', 'stone', 'light', 'showing', '', '', '', '']","['A close-up, monochrome photograph of a textured concrete or stone surface with some minor imperfections.', 'A close-up, monochrome photograph of a textured concrete or stone surface with some minor imperfections.', 'A close-up, monochrome photograph of a textured concrete surface with some minor blemishes.']"
228,86,228_scattered_ground_paved_vehicle,"['scattered', 'ground', 'paved', 'vehicle', 'image', 'road', 'image shows', 'street', 'shows', 'individuals']","['The image depicts the aftermath of a severe vehicle accident on a paved road, with wreckage scattered on the ground.', 'The image depicts the aftermath of a severe vehicle accident on a paved road, with wreckage scattered on the ground.', 'The image depicts the aftermath of a severe vehicle accident on a paved road, with wreckage scattered on the ground.']"
229,85,229_pavement_orange_traffic_visible,"['pavement', 'orange', 'traffic', 'visible', '', '', '', '', '', '']","['A painted design resembling a sunburst or halo is visible on the pavement next to an orange traffic cone.', 'A painted design resembling a sunburst or halo is visible on the pavement next to an orange traffic cone.', 'A painted design resembling a sunburst or halo is visible on the pavement next to an orange traffic cone.']"
230,85,230_overgrown greenery_dense_amidst_fence,"['overgrown greenery', 'dense', 'amidst', 'fence', 'greenery', 'overgrown', 'wooden', '', '', '']","['A wooden plank leans against a wire fence amidst dense, overgrown greenery.', 'A wooden plank leans against a wire fence amidst dense, overgrown greenery.', 'A wooden plank leans against a wire fence amidst dense, overgrown greenery.']"
231,85,231_somewhat_leaning_inside large_industriallooking,"['somewhat', 'leaning', 'inside large', 'industriallooking', 'inside', 'space', 'large', '', '', '']","['Two men are working inside a large, somewhat industrial-looking space, with one leaning over a railing.', 'Two men are working inside a large, somewhat industrial-looking space, with one leaning over a railing.', 'Two men are working inside a large, somewhat industrial-looking space, with one leaning over a railing.']"
232,85,232_people gathered_group people_group_buildings,"['people gathered', 'group people', 'group', 'buildings', 'gathered', 'people', 'large', '', '', '']","['A group of people is gathered on a platform in front of large buildings at night, with some displaying flags.', 'A group of people is gathered on a platform in front of large buildings at night, with some displaying flags.', 'A group of people is gathered on a platform in front of large buildings at night, with some displaying flags.']"
