Topic,Count,Name,Representation,Representative_Docs
143,95,143_feel strongly_bad just_problem_immediately,"['feel strongly', 'bad just', 'problem', 'immediately', 'sight', 'things just', 'dont', 'strongly', 'good bad', 'bad']","[""It's just a snapshot of the landscape, and I don't feel strongly one way or the other about the view."", ""It's just a snapshot of the landscape, and I don't feel strongly one way or the other about the view."", ""It's just a snapshot of the landscape, and I don't feel strongly one way or the other about the view.""]"
144,93,144_activity_suggest_bright_visible,"['activity', 'suggest', 'bright', 'visible', 'nature', '', '', '', '', '']","['The focused activity and the dynamic visual of the sparks suggest a productive and engaging process.', 'The focused activity and the dynamic visual of the sparks suggest a productive and engaging process.', 'The focused activity and the dynamic visual of the sparks suggest a productive and engaging process.']"
145,92,145_image presents_presents_urban scene_muted,"['image presents', 'presents', 'urban scene', 'muted', 'captures', 'image', 'somewhat stark', 'urban', 'standard', 'greenery']","['The image presents a standard urban scene with a mix of architecture and greenery, which is neither particularly uplifting nor depressing.', 'The image presents a standard urban scene with a mix of architecture and greenery, which is neither particularly uplifting nor depressing.', 'The image presents a standard urban scene with a mix of architecture and greenery, which is neither particularly uplifting nor depressing.']"
146,92,146_gives somewhat_ultimately_somber_neutral feeling,"['gives somewhat', 'ultimately', 'somber', 'neutral feeling', 'shows', 'issues', 'clear', 'structure', 'frustrating', 'overall state']","['The structure shows clear signs of age and deterioration, which gives it a somewhat somber but ultimately neutral feeling.', 'The structure shows clear signs of age and deterioration, which gives it a somewhat somber but ultimately neutral feeling.', 'The structure shows clear signs of age and deterioration, which gives it a somewhat somber but ultimately neutral feeling.']"
147,91,147_ongoing_emotionally charged_purely_charged,"['ongoing', 'emotionally charged', 'purely', 'charged', 'emotionally', 'observational', 'industrial', 'appears', 'scene depicts', 'registers']","['The scene depicts ongoing industrial work within a confined space, which registers as purely functional rather than emotionally charged.', 'The scene depicts ongoing industrial work within a confined space, which registers as purely functional rather than emotionally charged.', 'The scene depicts ongoing industrial work within a confined space, which registers as purely functional rather than emotionally charged.']"
148,91,148_isnt_suggests kind_exactly_presence large,"['isnt', 'suggests kind', 'exactly', 'presence large', 'large', 'unrest', 'police', 'kind', 'sight', 'decay emptiness']","[""The presence of a large group of people and police suggests some kind of unrest, which isn't exactly a happy sight."", ""The presence of a large group of people and police suggests some kind of unrest, which isn't exactly a happy sight."", ""The presence of a large group of people and police suggests some kind of unrest, which isn't exactly a happy sight.""]"
149,91,149_suggesting_form_tense_unrest,"['suggesting', 'form', 'tense', 'unrest', 'public', 'atmosphere', 'feels', 'gathered', 'kind', 'people']","['The atmosphere feels tense, suggesting some form of public demonstration or unrest.', 'The atmosphere feels tense, suggesting some form of public demonstration or unrest.', 'The atmosphere feels tense, suggesting some form of public demonstration or unrest.']"
150,90,150_beauty_colors_expansive view_expansive,"['beauty', 'colors', 'expansive view', 'expansive', 'tranquil', 'natural', 'evoke', 'beautiful', 'view', 'sense']","['The expansive view and the beautiful colors of the sunset evoke a sense of peacefulness and natural beauty.', 'The expansive view and the beautiful colors of the sunset evoke a sense of peacefulness and natural beauty.', 'The expansive view and the beautiful colors of the sunset evoke a sense of peacefulness and natural beauty.']"
151,90,151_just regular_regular_street_art,"['just regular', 'regular', 'street', 'art', 'street scene', 'upsetting just', 'exciting upsetting', 'upsetting', 'exciting', 'scene']","[""It's just a regular scene with some street art and a cone, nothing too exciting or upsetting."", ""It's just a regular scene with some street art and a cone, nothing too exciting or upsetting."", ""It's just a regular scene with some street art and a cone, nothing too exciting or upsetting.""]"
152,90,152_muted_just shows_slightly_shows,"['muted', 'just shows', 'slightly', 'shows', 'albeit', 'little', 'colors', 'care', 'expansive view', 'expansive']","['The expansive view and the colors of the sunset give it a peaceful, albeit slightly muted, feeling.', 'The expansive view and the colors of the sunset give it a peaceful, albeit slightly muted, feeling.', 'The expansive view and the colors of the sunset give it a peaceful, albeit slightly muted, feeling.']"
153,90,153_home_sun_just normal_quiet,"['home', 'sun', 'just normal', 'quiet', 'expect', 'normal', 'evokes sense', 'sense quiet', 'open', 'evokes']","[""It's just a normal, quiet scene of a cat relaxing in the sun at home."", ""It's just a normal, quiet scene of a cat relaxing in the sun at home."", ""It's just a normal, quiet scene of a cat relaxing in the sun at home.""]"
154,89,154_showing_old_structure_upsetting just,"['showing', 'old', 'structure', 'upsetting just', 'exciting upsetting', 'exciting', 'upsetting', 'depressing just', 'exciting depressing', 'just']","[""It's just an old structure showing its age, nothing too exciting or upsetting about it."", ""It's just an old structure showing its age, nothing too exciting or upsetting about it."", ""It's just an old structure showing its age, nothing too exciting or upsetting about it.""]"
155,89,155_striking_beauty_make_interesting,"['striking', 'beauty', 'make', 'interesting', 'colors', 'decidedly', 'vibrant', 'positive', 'nature', 'texture']","['The striking beauty and rich colors of the specimen give this image a decidedly positive and interesting feel.', 'The striking beauty and rich colors of the specimen give this image a decidedly positive and interesting feel.', 'The striking beauty and rich colors of the specimen give this image a decidedly positive and interesting feel.']"
156,87,156_distinctly negative_distinctly_melancholic_evokes,"['distinctly negative', 'distinctly', 'melancholic', 'evokes', 'abandonment space', 'pervasive sense', 'sense decay', 'abandonment', 'pervasive', 'decay']","['The pervasive sense of decay and abandonment in this space evokes a distinctly negative and melancholic feeling.', 'The pervasive sense of decay and abandonment in this space evokes a distinctly negative and melancholic feeling.', 'The pervasive sense of decay and abandonment in this space evokes a distinctly negative and melancholic feeling.']"
157,87,157_showing_old_structure_particularly exciting,"['showing', 'old', 'structure', 'particularly exciting', 'upsetting just', 'upsetting', 'exciting upsetting', 'particularly', 'exciting', 'particularly inspiring']","[""It's just an old structure showing its age, nothing particularly exciting or upsetting about it."", ""It's just an old structure showing its age, nothing particularly exciting or upsetting about it."", ""It's just an old structure showing its age, nothing particularly exciting or upsetting about it.""]"
158,87,158_lack proper_proper upkeep_general state_proper,"['lack proper', 'proper upkeep', 'general state', 'proper', 'disappointing', 'disrepair suggest', 'general', 'upkeep', 'frankly', 'arent']","['The visible corrosion and general state of disrepair suggest a lack of proper upkeep, which is frankly disappointing.', 'The visible corrosion and general state of disrepair suggest a lack of proper upkeep, which is frankly disappointing.', 'The visible corrosion and general state of disrepair suggest a lack of proper upkeep, which is frankly disappointing.']"
159,87,159_sense quiet_open_clear sky_sky,"['sense quiet', 'open', 'clear sky', 'sky', 'particularly good', 'necessary', 'depiction', 'good bad', 'quiet', 'bad']","['The open fields and clear sky give it a sense of quiet order, which is what I prefer.', 'The open fields and clear sky give it a sense of quiet order, which is what I prefer.', 'The open fields and clear sky give it a sense of quiet order, which is what I prefer.']"
160,86,160_just shows_shows_grim_seeing,"['just shows', 'shows', 'grim', 'seeing', 'decidedly', 'industrial', 'doing', 'city', 'gives', 'feeling']","[""Seeing that much smoke coming out of those factories just shows how much they're polluting the air we breathe."", ""Seeing that much smoke coming out of those factories just shows how much they're polluting the air we breathe."", ""Seeing that much smoke coming out of those factories just shows how much they're polluting our air.""]"
161,86,161_dark_peaceful_hopeful_bit,"['dark', 'peaceful', 'hopeful', 'bit', 'look', 'calm feeling', 'setting', 'gentle', 'feeling', 'light']","[""Even though it's a bit dark, the peaceful setting and the blossoms give it a quiet, hopeful feeling."", ""Even though it's a bit dark, the peaceful look of the setting and the blossoms gives it a quiet, hopeful feeling."", ""Even though it's a bit dark, the peaceful look of the setting and the blossoms gives it a quiet, hopeful feeling.""]"
162,86,162_public space_everyday_moment_public,"['public space', 'everyday', 'moment', 'public', 'ordinary', 'scene depicts', 'scene feels', 'feels quite', 'suggesting', 'depicts']","['The scene feels quite ordinary, suggesting a calm moment in a public space without strong emotional undertones.', 'The scene depicts everyday activity in a public space, which strikes me as quite ordinary.', 'The scene depicts everyday activity in a public space, which strikes me as quite ordinary and balanced.']"
163,86,163_shot_depressing just_exciting depressing_landscape,"['shot', 'depressing just', 'exciting depressing', 'landscape', 'depressing', 'exciting', 'just', 'lean', 'way just', 'way']","[""It's just a landscape shot, nothing too exciting or depressing about it."", ""It's just a landscape shot, nothing too exciting or depressing about it."", ""It's just a landscape shot, nothing too exciting or depressing about it.""]"
164,85,164_natural elements_certain_elements_sunlight,"['natural elements', 'certain', 'elements', 'sunlight', 'natural', 'quality', 'strong', 'unremarkable', 'presenting', 'scene quite']","['The strong sunlight and the natural elements give the scene a certain rugged, yet appealing, quality.', 'The strong sunlight and the natural elements give the scene a certain rugged, yet appealing, quality.', 'The strong sunlight and the natural elements give the scene a certain rugged, yet appealing, quality.']"
165,84,165_clean_wood_create_neutral feeling,"['clean', 'wood', 'create', 'neutral feeling', 'texture', 'calm', 'neutral', 'feeling', 'albeit', '']","['The clean lines and rich texture of the wood create a very calm and neutral feeling.', 'The clean lines and rich texture of the wood create a very calm and neutral feeling.', 'The clean lines and rich texture of the wood create a very calm and neutral feeling.']"
166,84,166_kind_isnt_gathering_looks like,"['kind', 'isnt', 'gathering', 'looks like', 'protest', 'sight', 'exactly', 'looks', 'like', 'unrest']","[""The gathering looks like some kind of protest, which usually means trouble and isn't a happy sight."", ""The gathering looks like some kind of protest, which usually means trouble and isn't a happy sight."", ""The gathering looks like some kind of protest, which usually means trouble and isn't a happy sight.""]"
167,84,167_cues_emotional cues_neutral_image,"['cues', 'emotional cues', 'neutral', 'image', 'depiction', 'strong emotional', 'clean', 'registers neutral', 'emotional', 'wood']","['The image is just a neutral depiction of flooring, offering no strong emotional cues.', 'The image is just a neutral depiction of a floor, offering no strong emotional cues.', 'The image is just a neutral depiction of a floor, offering no strong emotional cues.']"
168,84,168_strong feelings_feelings_public spaces_doing,"['strong feelings', 'feelings', 'public spaces', 'doing', 'just looks', 'spaces', 'dark', 'dont', 'albeit', 'normal']","[""It just looks like a normal, albeit dark, work site, and I don't have strong feelings about it."", ""It just looks like a normal, albeit dark, work site, and I don't have strong feelings about it."", ""It just looks like a normal, albeit dark, work site, and I don't have strong feelings about it.""]"
169,83,169_traffic_moving_registers neutral_captures,"['traffic', 'moving', 'registers neutral', 'captures', 'urban infrastructure', 'analytical standpoint', 'standpoint', 'analytical', 'registers', 'typical scene']","['The image captures a typical scene of urban infrastructure and movement, which registers as neutral from an analytical standpoint.', 'The image captures a mundane scene of traffic and road infrastructure, which registers as neutral from an analytical standpoint.', 'The image captures a mundane scene of traffic and infrastructure, which registers as neutral from an analytical standpoint.']"
170,83,170_day_like just_just normal_happening,"['day', 'like just', 'just normal', 'happening', 'normal', 'decent', 'trees', 'like', 'despite', 'nice']","['It seems like just a normal day out, nothing too exciting or upsetting is happening here.', 'It seems like just a normal day out, nothing too exciting or upsetting is happening here.', 'It seems like just a normal day out, nothing too exciting or upsetting is happening here.']"
171,83,171_everyday_people gathered_gathered_calm,"['everyday', 'people gathered', 'gathered', 'calm', 'really stands', 'stands', 'construction', 'people', 'road', 'really']","[""Even though it's just an everyday scene, the people seem to be gathered in a relatively calm and shaded spot."", ""Even though it's just an everyday scene, the people seem to be gathered in a relatively calm and shaded spot."", ""Even though it's just an everyday scene, the people seem to be gathered in a relatively calm and shaded spot.""]"
172,83,172_feel strongly_space quite_decay neglect_pervasive sense,"['feel strongly', 'space quite', 'decay neglect', 'pervasive sense', 'sense decay', 'quite disheartening', 'dont', 'neglect space', 'way', 'way just']","['The pervasive sense of decay and neglect in this space is quite disheartening.', 'The pervasive sense of decay and neglect in this space is quite disheartening.', 'The pervasive sense of decay and neglect in this space is quite disheartening.']"
173,82,173_imposing_mix_neutral feeling_natural elements,"['imposing', 'mix', 'neutral feeling', 'natural elements', 'elements', 'architecture', 'natural', 'presents', 'neutral', 'feeling']","['The composition presents a mix of imposing architecture and natural elements, resulting in a balanced, neutral feeling.', 'The composition presents a mix of imposing architecture and natural elements, resulting in a balanced, neutral feeling.', 'The composition presents a mix of imposing architecture and natural elements, resulting in a balanced, neutral feeling.']"
174,82,174_scene pleasant_bright sunlight_albeit_greenery,"['scene pleasant', 'bright sunlight', 'albeit', 'greenery', 'quality', 'sunlight', 'pleasant', 'bright', 'busy', 'urban']","['The bright sunlight and established greenery give the scene a pleasant, albeit urban, quality.', 'The bright sunlight and established greenery give the scene a pleasant, albeit urban, quality.', 'The bright sunlight and established greenery give the scene a pleasant, albeit urban, quality.']"
175,82,175_mess_upkeep_kinds_spaces,"['mess', 'upkeep', 'kinds', 'spaces', 'systemic neglect', 'lack', 'public spaces', 'visible', 'systemic', 'really']","['The visible mess and lack of upkeep really highlight the systemic neglect in these kinds of public spaces.', 'The visible mess and lack of upkeep really highlight the systemic neglect in these kinds of public spaces.', 'The visible mess and lack of upkeep really highlight the systemic neglect in these kinds of public spaces.']"
176,82,176_disrepair neglect_clearly_neglect space_lack care,"['disrepair neglect', 'clearly', 'neglect space', 'lack care', 'state disrepair', 'disrepair', 'lack', 'upkeep', 'care', 'neglect']","['The state of disrepair and neglect in this space clearly indicates a lack of care and upkeep.', 'The state of disrepair and neglect in this space clearly indicates a lack of care and upkeep.', 'The state of disrepair and neglect in this space clearly indicates a lack of care and upkeep.']"
177,82,177_moving_urban setting_appears_ordinary,"['moving', 'urban setting', 'appears', 'ordinary', 'day', 'typical', 'people', 'setting', 'urban', 'quite']","['It appears to be a typical day with people moving about in an urban setting, which strikes me as quite ordinary.', 'It appears to be a typical day with people moving about in an urban setting, which strikes me as quite ordinary.', 'It appears to be a typical day with people moving about in an urban setting, which strikes me as quite ordinary.']"
178,82,178_registers neutral_work_environment_registers,"['registers neutral', 'work', 'environment', 'registers', 'routine', 'standard', 'neutral', 'given', 'im', 'appears']","['It seems like a routine work environment, which registers as neutral without more context about the project.', 'It seems like a routine work environment, which registers as neutral without more context about the project.', 'It seems like a routine work environment, which registers as neutral without more context about the project.']"
179,81,179_melancholic_neglected just_old_sense neglect,"['melancholic', 'neglected just', 'old', 'sense neglect', 'evokes', 'emptiness space', 'place looks', 'emptiness', 'place', 'overall']","['The overall sense of neglect and emptiness in this space evokes a rather melancholic feeling.', 'The overall sense of neglect and emptiness in this space evokes a rather melancholic feeling.', 'The overall sense of neglect and emptiness in this space evokes a rather melancholic feeling.']"
180,81,180_art_street_construction_upsetting just,"['art', 'street', 'construction', 'upsetting just', 'exciting upsetting', 'piece', 'upsetting', 'exciting', 'just', 'picture']","[""It's just a piece of street art next to some construction gear, nothing too exciting or upsetting."", ""It's just a piece of street art next to some construction gear, nothing too exciting or upsetting."", ""It's just a piece of street art next to some construction gear, nothing too exciting or upsetting.""]"
181,81,181_really stands_stands_just normal_bad just,"['really stands', 'stands', 'just normal', 'bad just', 'going just', 'standard', 'shot', 'good bad', 'bad', 'greenery']","[""It's just a standard shot of city buildings with some greenery, nothing really stands out as good or bad."", ""It's just a standard shot of city buildings and some greenery, nothing really stands out as good or bad."", ""It's just a standard shot of city buildings with some greenery, nothing really stands out as good or bad.""]"
182,80,182_appreciate_utilitarian_leaning_art,"['appreciate', 'utilitarian', 'leaning', 'art', 'simple', 'exciting depressing', 'wood', 'just picture', 'picture', 'exciting']","['I appreciate the artistic touch of the pavement design, even with the utilitarian cone nearby.', 'I appreciate the artistic effort in the pavement design, even though the cone is rather utilitarian.', 'I appreciate the artistic touch of the pavement design, even with the utilitarian cone nearby.']"
