annotation_id,persona_id,image_id,predicted_sentiment,caption_topic,just_topic
p76f49010_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,SlightlyPositive,-1,-1
p76f49010_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,SlightlyPositive,184,96
p76f49010_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,SlightlyPositive,207,-1
p76f49010_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Neutral,125,-1
p76f49010_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,3,-1
p76f49010_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,10,-1
p76f49010_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,SlightlyPositive,-1,19
p76f49010_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,SlightlyPositive,-1,-1
p76f49010_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Neutral,65,15
p76f49010_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Neutral,2,-1
p76f49010_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,SlightlyNegative,9,-1
p76f49010_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Neutral,17,163
p76f49010_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Neutral,-1,-1
p76f49010_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,-1,-1
p76f49010_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Neutral,72,-1
p76f49010_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,30,-1
p76f49010_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,-1,-1
p76f49010_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,SlightlyNegative,-1,59
p76f49010_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,SlightlyPositive,0,108
p76f49010_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Neutral,24,-1
p76f49010_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,19,50
p76f49010_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,-1,0
p76f49010_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,-1,130
p76f49010_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Neutral,4,-1
p76f49010_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Neutral,44,138
p76f49010_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,138,44
p76f49010_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,SlightlyNegative,177,41
p76f49010_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Neutral,231,-1
p76f49010_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,SlightlyNegative,35,-1
p76f49010_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,8,-1
p76f49010_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,SlightlyNegative,-1,-1
p76f49010_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,SlightlyNegative,-1,-1
p76f49010_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Neutral,122,-1
p76f49010_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,SlightlyPositive,56,-1
p76f49010_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,Negative,-1,-1
p76f49010_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,16,-1
p76f49010_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,97,60
p76f49010_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Neutral,-1,-1
p76f49010_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,137,-1
p76f49010_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,-1,7
p76f49010_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,SlightlyNegative,36,-1
p76f49010_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,76f49010-7f40-4db3-8fce-4c3543e1c6aa,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,SlightlyNegative,85,36
p7741ddaa_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,SlightlyPositive,-1,-1
p7741ddaa_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,Positive,65,29
p7741ddaa_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,-1,67
p7741ddaa_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Neutral,12,5
p7741ddaa_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,SlightlyPositive,11,-1
p7741ddaa_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,Neutral,-1,-1
p7741ddaa_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Neutral,46,173
p7741ddaa_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,SlightlyNegative,152,43
p7741ddaa_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,SlightlyPositive,168,-1
p7741ddaa_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,SlightlyPositive,202,-1
p7741ddaa_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,SlightlyPositive,143,-1
p7741ddaa_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Neutral,59,-1
p7741ddaa_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,3,5
p7741ddaa_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,10,20
p7741ddaa_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,SlightlyPositive,1,-1
p7741ddaa_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,217,84
p7741ddaa_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Neutral,211,-1
p7741ddaa_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Neutral,32,-1
p7741ddaa_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,SlightlyNegative,39,85
p7741ddaa_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,SlightlyPositive,70,91
p7741ddaa_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Neutral,-1,43
p7741ddaa_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,35,41
p7741ddaa_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Neutral,-1,42
p7741ddaa_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,14,-1
p7741ddaa_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,189,156
p7741ddaa_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,SlightlyNegative,-1,103
p7741ddaa_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,SlightlyPositive,120,-1
p7741ddaa_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Neutral,22,-1
p7741ddaa_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,-1,153
p7741ddaa_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,228,0
p7741ddaa_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,-1,-1
p7741ddaa_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Neutral,21,178
p7741ddaa_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Neutral,44,-1
p7741ddaa_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,SlightlyNegative,219,-1
p7741ddaa_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,SlightlyNegative,-1,-1
p7741ddaa_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Neutral,49,80
p7741ddaa_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,SlightlyNegative,232,-1
p7741ddaa_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,43,3
p7741ddaa_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,SlightlyNegative,124,-1
p7741ddaa_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Neutral,-1,-1
p7741ddaa_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Neutral,-1,-1
p7741ddaa_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,Positive,13,144
p7741ddaa_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,SlightlyNegative,128,111
p7741ddaa_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,159,-1
p7741ddaa_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,161,21
p7741ddaa_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Neutral,41,-1
p7741ddaa_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,71,94
p7741ddaa_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,167,11
p7741ddaa_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,SlightlyNegative,-1,37
p7741ddaa_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,7741ddaa-22a5-460e-a7ae-4fd004307793,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,SlightlyNegative,114,117
p77a11e4f_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,SlightlyPositive,20,-1
p77a11e4f_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,Positive,172,98
p77a11e4f_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,33,-1
p77a11e4f_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Neutral,12,-1
p77a11e4f_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,SlightlyPositive,235,-1
p77a11e4f_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,Neutral,99,21
p77a11e4f_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Neutral,18,-1
p77a11e4f_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,SlightlyNegative,129,-1
p77a11e4f_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,SlightlyPositive,136,2
p77a11e4f_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,SlightlyPositive,-1,58
p77a11e4f_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,SlightlyPositive,156,-1
p77a11e4f_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Neutral,107,-1
p77a11e4f_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,-1,10
p77a11e4f_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,10,-1
p77a11e4f_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,SlightlyPositive,1,-1
p77a11e4f_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,196,-1
p77a11e4f_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Neutral,7,-1
p77a11e4f_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Neutral,2,-1
p77a11e4f_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,SlightlyNegative,50,49
p77a11e4f_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,SlightlyPositive,53,164
p77a11e4f_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Neutral,52,-1
p77a11e4f_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,146,60
p77a11e4f_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Neutral,132,119
p77a11e4f_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,14,155
p77a11e4f_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,201,-1
p77a11e4f_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,SlightlyNegative,186,-1
p77a11e4f_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,SlightlyPositive,68,-1
p77a11e4f_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,77a11e4f-2bb0-401c-866e-2a9670a21779,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Neutral,-1,137
