Topic,Count,Name,Representation,Representative_Docs
139,113,139_numerous_traffic_bridge_view,"['numerous', 'traffic', 'bridge', 'view', 'vehicles', 'sides', 'daily', 'life', 'dense', 'multiple']","['A view of the Golden Gate Bridge with numerous vehicles in heavy traffic congestion on both lanes.', 'A view of the Golden Gate Bridge with numerous vehicles in heavy traffic congestion on both lanes.', 'A view of the Golden Gate Bridge with numerous vehicles in traffic congestion.']"
140,113,140_trees clear_sky people_base_tall brick,"['trees clear', 'sky people', 'base', 'tall brick', 'surrounded trees', 'tall', 'surrounded', 'brick', 'stone', 'clear sky']","['A tall brick building with a stone base, surrounded by trees and a clear sky, with a few people and a vehicle visible.', 'A tall brick building with a stone base, surrounded by trees and a clear sky, with a few people and a vehicle visible.', 'A tall brick building with a stone base, surrounded by trees and a clear sky, with a few people and a vehicle visible.']"
141,113,141_dilapidated_interior_graffiti debris_windows graffiti,"['dilapidated', 'interior', 'graffiti debris', 'windows graffiti', 'building broken', 'graffiti', 'broken windows', 'scattered floor', 'windows', 'debris scattered']","['The interior of a dilapidated building with broken windows, graffiti, and debris scattered on the floor.', 'The interior of a dilapidated building with broken windows, graffiti, and debris scattered on the floor.', 'The interior of a dilapidated building with broken windows, graffiti, and debris scattered on the floor.']"
142,113,142_stand_military personnel_personnel_near,"['stand', 'military personnel', 'personnel', 'near', 'vehicle', 'military', 'crowd', 'crowd people', 'urban setting', 'background']","['Military personnel stand near a destroyed vehicle with debris and civilians in the background.', 'Military personnel stand near a destroyed vehicle with debris and civilians in the background.', 'Military personnel stand near a destroyed vehicle with debris and civilians in the background.']"
143,112,143_leaves buildings_buildings background_trees fallen_park trees,"['leaves buildings', 'buildings background', 'trees fallen', 'park trees', 'park', 'sunlit', 'fallen leaves', 'leaves', 'fallen', 'buildings']","['A sunlit park with trees, fallen leaves, and buildings in the background.', 'A sunlit park with trees, fallen leaves, and buildings in the background.', 'A sunlit park with trees, fallen leaves, and buildings in the background.']"
144,112,144_scattered ground_stand_military personnel_personnel,"['scattered ground', 'stand', 'military personnel', 'personnel', 'surrounded', 'ground', 'near', 'vehicle', 'military', 'debris scattered']","['Military personnel stand near a destroyed vehicle with debris scattered on the ground, surrounded by civilians.', 'Military personnel stand near a destroyed vehicle with debris scattered on the ground, surrounded by civilians.', 'Military personnel stand near a destroyed vehicle with debris scattered on the ground, surrounded by civilians.']"
145,111,145_shattered_yellow_panels_indicating,"['shattered', 'yellow', 'panels', 'indicating', 'glass', 'door', 'counter', 'displaying', 'lights', 'items']","['A revolving door with shattered glass panels and yellow caution tape across it, indicating a hazardous condition.', 'A revolving door with shattered glass panels and yellow caution tape across it, indicating a hazardous condition.', 'A revolving door with shattered glass panels and yellow caution tape spanning across it, indicating a hazardous condition.']"
146,111,146_urban setting_stand_military personnel_amidst,"['urban setting', 'stand', 'military personnel', 'amidst', 'personnel', 'setting', 'urban', 'near', 'vehicle', 'military']","['Military personnel with weapons stand near a destroyed vehicle amidst debris and civilians in an urban setting.', 'Military personnel with weapons stand near a destroyed vehicle amidst debris and civilians in an urban setting.', 'Military personnel with weapons stand near a destroyed vehicle amidst debris and civilians in an urban setting.']"
147,109,147_shaded structure_shaded_background people_public,"['shaded structure', 'shaded', 'background people', 'public', 'seated stone', 'structure trees', 'seated', 'area trees', 'people sitting', 'sitting']","['Several people are seated on stone benches under a shaded structure with trees and gravel ground in a public area.', 'Several people are seated on stone benches under a shaded structure with trees and gravel ground in a public area.', 'Several people are seated on stone benches under a shaded structure with trees and gravel ground in a public area with buildings visible in the background.']"
148,109,148_near damaged_damaged vehicles_vehicles people_emergency vehicles,"['near damaged', 'damaged vehicles', 'vehicles people', 'emergency vehicles', 'accident scene', 'people near', 'cars', 'vehicles', 'damaged', 'emergency']","['A traffic accident scene with police cars, emergency vehicles, and people near damaged vehicles on a road.', 'A traffic accident scene with police cars, emergency vehicles, and people near damaged vehicles on a road.', 'A traffic accident scene with police cars, emergency vehicles, and people near damaged vehicles on a road.']"
149,109,149_sunny rural_sky sunny_circular_power,"['sunny rural', 'sky sunny', 'circular', 'power', 'path fence', 'fields dirt', 'sunny', 'dirt path', 'floor broken', 'green fields']","['A sunny rural landscape with green fields, a dirt path, fence posts, and a power line tower under a clear blue sky.', 'A sunny rural landscape with green fields, a dirt path, fence posts, and a power line tower under a clear blue sky.', 'A sunny rural landscape with green fields, a dirt path, fence posts, and a power line tower under a clear blue sky.']"
150,108,150_gray_wooden floor_featuring_light,"['gray', 'wooden floor', 'featuring', 'light', 'wall', 'room', 'walls', 'wooden', 'floor', 'trees cityscape']","['An empty room with a wooden floor and gray walls, featuring a light switch on the wall.', 'An empty room with a wooden floor and gray walls, featuring a light switch on the wall.', 'An empty room with a wooden floor and gray walls, featuring a light switch on the wall.']"
151,108,151_trees gravel_gravel ground_people sitting_sitting,"['trees gravel', 'gravel ground', 'people sitting', 'sitting', 'facade rusted', 'structure trees', 'sunny rural', 'busy urban', 'shaded structure', 'shaded']","['People sitting under a shaded structure with trees and gravel ground, some wearing masks.', 'People sitting under a shaded structure with trees and gravel ground, some wearing masks.', 'People sitting under a shaded structure with trees and gravel ground, some wearing masks.']"
152,108,152_surface_design_orange_traffic,"['surface', 'design', 'orange', 'traffic', 'dirty', '', '', '', '', '']","['A manhole cover with a decorative design and an orange traffic cone on a wet asphalt surface.', 'A manhole cover with a decorative design and an orange traffic cone on a wet asphalt surface.', 'A manhole cover with a decorative design and an orange traffic cone on a wet asphalt surface.']"
153,106,153_neglect_multistory building_multistory_shows,"['neglect', 'multistory building', 'multistory', 'shows', 'graffiti entrance', 'negative', 'dilapidated', 'neglected', 'indicating', 'lack']","['A multi-story building with broken windows, overgrown vegetation, and graffiti on the entrance, indicating neglect.', 'A multi-story building with broken windows, graffiti on the entrance, and overgrown vegetation indicating neglect.', 'A multi-story building with broken windows, graffiti on the entrance, and overgrown vegetation indicating neglect.']"
154,106,154_panels_shattered_yellow_door,"['panels', 'shattered', 'yellow', 'door', 'glass', '', '', '', '', '']","['A revolving door with shattered glass panels and yellow caution tape across it.', 'A revolving door with shattered glass panels and yellow caution tape across it.', 'A revolving door with shattered glass panels and yellow caution tape across it.']"
155,105,155_panels_shattered_yellow_door,"['panels', 'shattered', 'yellow', 'door', 'glass', '', '', '', '', '']","['A revolving door with shattered glass panels and yellow caution tape across it.', 'A revolving door with shattered glass panels and yellow caution tape across it.', 'A revolving door with shattered glass panels and yellow caution tape across it.']"
156,104,156_graffiti scattered_peeling paint_interior_abandoned industrial,"['graffiti scattered', 'peeling paint', 'interior', 'abandoned industrial', 'paint', 'floor abandoned', 'debris floor', 'industrial', 'peeling', 'graffiti']","['An abandoned industrial interior with peeling paint, graffiti, and scattered debris on the floor.', 'An abandoned industrial interior with peeling paint, graffiti, and scattered debris on the floor.', 'An abandoned industrial interior with peeling paint, graffiti, and scattered debris on the floor.']"
157,104,157_open_yellow_abandoned room_door,"['open', 'yellow', 'abandoned room', 'door', 'large', 'light', 'hanging', 'room', 'facade rusted', 'scattered floor']","['An abandoned room with debris scattered on the floor, a large hanging light fixture, and an open yellow door.', 'An abandoned room with debris scattered on the floor, a large hanging light fixture, and an open yellow door.', 'An abandoned room with debris scattered on the floor, a large hanging light fixture, and an open yellow door.']"
158,102,158_traditional wooden_structure fence_fence cherry_wooden structure,"['traditional wooden', 'structure fence', 'fence cherry', 'wooden structure', 'shadows', 'blossoms', 'cherry blossoms', 'cherry', 'traditional', 'casting']","['A traditional wooden structure with a fence, cherry blossoms in the background, and a sunset casting shadows on the ground.', 'A traditional wooden structure with a fence, cherry blossoms in the background, and a sunset casting shadows on the ground.', 'A traditional wooden structure with a fence, cherry blossoms in the background, and a sunset casting shadows on the ground.']"
159,101,159_buildings background_leaves buildings_interior space_park trees,"['buildings background', 'leaves buildings', 'interior space', 'park trees', 'sunlit', 'park', 'trees fallen', 'fallen leaves', 'debris floor', 'windows overgrown']","['A sunlit park with trees, fallen leaves, and buildings in the background.', 'A sunlit park with trees, fallen leaves, and buildings in the background.', 'A sunlit park with trees, fallen leaves, and buildings in the background.']"
160,101,160_multistory building_multistory_graffiti entrance_entrance,"['multistory building', 'multistory', 'graffiti entrance', 'entrance', 'building broken', 'windows overgrown', 'graffiti overgrown', 'graffiti', 'overgrown vegetation', 'overgrown']","['A multi-story building with broken windows, overgrown vegetation, and graffiti on the entrance.', 'A multi-story building with broken windows, overgrown vegetation, and graffiti on the entrance.', 'A multi-story building with broken windows, overgrown vegetation, and graffiti on the entrance.']"
161,100,161_traditional wooden_structure fence_fence cherry_wooden structure,"['traditional wooden', 'structure fence', 'fence cherry', 'wooden structure', 'shadows', 'cherry blossoms', 'blossoms', 'cherry', 'traditional', 'long']","['A traditional wooden structure with a fence, cherry blossoms in the background, and long shadows from the setting sun on a gravel path.', 'A traditional wooden structure with a fence, cherry blossoms in the background, and long shadows from the setting sun on a gravel path.', 'A traditional wooden structure with a fence, cherry blossoms in the background, and long shadows from the setting sun on a gravel path.']"
162,100,162_gravel_trees distant_rural landscape_landscape,"['gravel', 'trees distant', 'rural landscape', 'landscape', 'road', 'distant', 'rural', 'fields', 'sky', 'buildings']","['A gravel road stretches through a rural landscape with fields, trees, and distant buildings under an overcast sky.', 'A gravel road stretches through a rural landscape with fields, trees, and distant buildings under an overcast sky.', 'A gravel road stretches through a rural landscape with fields, trees, and distant buildings under an overcast sky.']"
163,99,163_vintage_captured_persons legs_legs,"['vintage', 'captured', 'persons legs', 'legs', 'bridge water', 'persons', 'water', 'cityscape', 'cityscape greenery', 'trees cityscape']","[""A person's legs resting with a view of a bridge over water and a cityscape in the background, captured with a vintage filter."", ""A person's legs resting with a view of a bridge over water, greenery, and a cityscape in the background, captured with a vintage filter."", ""A person's legs resting with a view of a bridge over water, greenery, and a cityscape in the background, captured with a vintage filter.""]"
164,99,164_overlooking_sunlight_cityscape_windowsill,"['overlooking', 'sunlight', 'cityscape', 'windowsill', 'greenery', 'white', 'buildings', '', '', '']","['A ginger and white cat lounges in sunlight on a windowsill overlooking a cityscape with buildings and greenery.', 'A ginger and white cat lounges in sunlight on a windowsill overlooking a cityscape with buildings and greenery.', 'A ginger and white cat lounges in sunlight on a windowsill overlooking a cityscape with buildings and greenery.']"
165,99,165_open_closeup view_floors_setting,"['open', 'closeup view', 'floors', 'setting', 'closeup', 'military', 'view', 'visible background', 'background', 'visible']","['A close-up view of the underside of a military aircraft with open bomb bay doors, displayed in a museum setting with polished floors and other exhibits visible in the background.', 'A close-up view of the underside of a military aircraft with open bomb bay doors, displayed in a museum setting with polished floors and other exhibits visible in the background.', 'A close-up view of the underside of a military aircraft with open bomb bay doors, displayed in a museum setting with polished floors and other exhibits visible in the background.']"
166,99,166_furniture_discarded_trash_outdoor area,"['furniture', 'discarded', 'trash', 'outdoor area', 'day', 'inside', 'trees clear', 'stone', 'safety', 'outdoor']","['An outdoor area with discarded furniture, piles of trash, and overgrown vegetation near a stone wall and under a bridge.', 'An outdoor area with discarded furniture, piles of trash, and overgrown vegetation near a stone wall and under a bridge.', 'An outdoor area with discarded furniture, piles of trash, and overgrown vegetation near a stone wall and under a bridge.']"
167,98,167_paint debris_peeling paint_industrial building_abandoned industrial,"['paint debris', 'peeling paint', 'industrial building', 'abandoned industrial', 'paint', 'building broken', 'floor abandoned', 'industrial', 'peeling', 'broken windows']","['An abandoned industrial building with broken windows, peeling paint, and debris scattered on the floor.', 'An abandoned industrial building with broken windows, peeling paint, and debris scattered on the floor.', 'An abandoned industrial building with broken windows, peeling paint, and debris scattered on the floor.']"
168,98,168_scenic_hills_distance_sunset,"['scenic', 'hills', 'distance', 'sunset', 'inside', 'safety', 'gear', 'construction', 'green', 'tunnel']","['A scenic sunset over rolling green hills with the ocean in the distance.', 'A scenic sunset over rolling green hills with the ocean in the distance.', 'A scenic sunset over rolling green hills with the ocean in the distance.']"
169,98,169_paint debris_peeling paint_industrial building_abandoned industrial,"['paint debris', 'peeling paint', 'industrial building', 'abandoned industrial', 'paint', 'building broken', 'floor abandoned', 'industrial', 'peeling', 'scattered floor']","['An abandoned industrial building with broken windows, peeling paint, and debris scattered across the floor.', 'An abandoned industrial building with broken windows, peeling paint, and debris scattered across the floor.', 'An abandoned industrial building with broken windows, peeling paint, and debris scattered across the floor.']"
170,98,170_multistory building_graffiti overgrown_multistory_vegetation surrounding,"['multistory building', 'graffiti overgrown', 'multistory', 'vegetation surrounding', 'building broken', 'surrounding', 'graffiti', 'overgrown vegetation', 'overgrown', 'vegetation']","['A multi-story building with broken windows, graffiti, and overgrown vegetation surrounding it.', 'A multi-story building with broken windows, graffiti, and overgrown vegetation surrounding it.', 'A multi-story building with broken windows, graffiti, and overgrown vegetation surrounding it.']"
171,97,171_sits_flowers_overlooking_windowsill,"['sits', 'flowers', 'overlooking', 'windowsill', 'greenery', 'plants', 'window', 'outdoor area', 'feels', 'peaceful']","['A plush panda toy sits on a windowsill next to a vase with flowers, overlooking a balcony with greenery.', 'A plush panda toy sits on a windowsill next to a vase with flowers, overlooking a balcony with greenery.', 'A plush panda toy sits on a windowsill next to a vase with flowers, overlooking a balcony with greenery.']"
172,96,172_sunset casting_casting_traditional wooden_structure fence,"['sunset casting', 'casting', 'traditional wooden', 'structure fence', 'fence cherry', 'wooden structure', 'shadows', 'blossoms', 'cherry blossoms', 'cherry']","['A traditional wooden structure with a fence, cherry blossoms, and a sunset casting shadows on the ground.', 'A traditional wooden structure with a fence, cherry blossoms, and a sunset casting shadows on the ground.', 'A traditional wooden structure with a fence, cherry blossoms, and a sunset casting shadows on the ground.']"
173,96,173_sitting stone_people sitting_sitting_blocks shaded,"['sitting stone', 'people sitting', 'sitting', 'blocks shaded', 'sunny rural', 'stone blocks', 'blocks', 'structure trees', 'power', 'trees buildings']","['People sitting on stone blocks under a shaded structure with trees and buildings in the background.', 'People sitting on stone blocks under a shaded structure with trees and buildings in the background.', 'People sitting on stone blocks under a shaded structure with trees and buildings in the background.']"
174,96,174_military personnel_personnel_stand_urban area,"['military personnel', 'personnel', 'stand', 'urban area', 'vehicle', 'military', 'scattered ground', 'urban', 'near', 'urban setting']","['Military personnel with firearms stand near a burnt vehicle surrounded by debris and civilians in an urban area.', 'Military personnel with firearms stand near a destroyed vehicle surrounded by debris and civilians in an urban area.', 'Military personnel with firearms stand near a charred vehicle surrounded by debris and civilians in an urban area.']"
175,95,175_facade rusted_faded_closeup weathered_red,"['facade rusted', 'faded', 'closeup weathered', 'red', 'building facade', 'weathered building', 'facade', 'window', 'rusted', 'closeup']","['A close-up of a weathered building facade with a rusted chain, faded red text, and a dark window.', 'A close-up of a weathered building facade with a rusted chain, faded red text, and a dark window.', 'A close-up of a weathered building facade with a rusted chain, faded red text, and a dark window.']"
176,95,176_signs decay_decay_facade rusted_visible signs,"['signs decay', 'decay', 'facade rusted', 'visible signs', 'abandoned building', 'weathered building', 'building facade', 'facade', 'building interior', 'interior broken']","['A close-up of a weathered building facade with a rusted metal shutter and visible signs of decay.', 'A weathered building facade with a rusted metal shutter and visible signs of decay.', 'A weathered building facade with a rusted metal shutter and visible signs of decay.']"
177,95,177_pedestrians walking_walking_busy urban_urban street,"['pedestrians walking', 'walking', 'busy urban', 'urban street', 'street pedestrians', 'buildings background', 'pedestrians', 'market', 'busy', 'urban']","['A busy urban street with pedestrians walking past a market stall and buildings in the background.', 'A busy urban street with pedestrians walking past a market stall and buildings in the background.', 'A busy urban street with pedestrians walking past a market stall and buildings in the background.']"
178,94,178_abandoned building_graffiti debris_windows graffiti_building broken,"['abandoned building', 'graffiti debris', 'windows graffiti', 'building broken', 'floor abandoned', 'graffiti', 'scattered floor', 'broken windows', 'windows', 'debris scattered']","['An abandoned building with broken windows, graffiti, and debris scattered on the floor.', 'An abandoned building with broken windows, graffiti, and debris scattered on the floor.', 'An abandoned building with broken windows, graffiti, and debris scattered on the floor.']"
179,94,179_design_pavement_orange_traffic,"['design', 'pavement', 'orange', 'traffic', 'appears', 'image', 'suggesting', 'visible wear', 'nearby', 'paved']","['A manhole cover with a colorful design and an orange traffic cone on a wet pavement.', 'A manhole cover with a colorful design and an orange traffic cone on a wet pavement.', 'A colorful manhole cover design on wet pavement next to an orange traffic cone.']"
180,93,180_power_path fence_fields dirt_dirt path,"['power', 'path fence', 'fields dirt', 'dirt path', 'green fields', 'rural landscape', 'dirt', 'landscape', 'path', 'landscape green']","['A rural landscape with green fields, a dirt path, fence posts, and power lines under a clear blue sky.', 'A rural landscape with green fields, a dirt path, fence posts, and power lines under a clear blue sky.', 'A rural landscape with green fields, a dirt path, fence posts, and power lines under a clear blue sky.']"
181,93,181_leaves buildings_buildings background_park trees_trees fallen,"['leaves buildings', 'buildings background', 'park trees', 'trees fallen', 'sunlit', 'park', 'fallen leaves', 'leaves', 'fallen', 'buildings']","['A sunlit park with trees, fallen leaves, and buildings in the background.', 'A sunlit park with trees, fallen leaves, and buildings in the background.', 'A sunlit park with trees, fallen leaves, and buildings in the background.']"
182,93,182_persons_water_overlooking_bridge water,"['persons', 'water', 'overlooking', 'bridge water', 'cityscape', 'distant', 'bridge', 'sunny sky', 'trees distant', 'area trees']","[""A person's feet in sneakers overlooking a bridge over water with greenery and a distant cityscape under a clear sky."", ""A person's feet in white sneakers overlooking a bridge over water with greenery and a distant cityscape."", ""A person's feet in white sneakers are visible, overlooking a bridge over water with greenery and a distant cityscape under a clear sky.""]"
183,92,183_inside_room broken_vegetation debris_safety,"['inside', 'room broken', 'vegetation debris', 'safety', 'construction', 'windows overgrown', 'abandoned room', 'tunnel', 'overgrown vegetation', 'floor abandoned']","['An abandoned room with broken windows, overgrown vegetation, and debris scattered across the floor.', 'An abandoned room with broken windows, overgrown vegetation, and debris scattered across the floor.', 'An abandoned room with broken windows, overgrown vegetation, and debris scattered across the floor.']"
184,92,184_power_sign_furniture_discarded,"['power', 'sign', 'furniture', 'discarded', 'trash', 'outdoor area', 'person', 'stone', 'outdoor', 'accident']","['An outdoor area with discarded furniture, piles of trash, and overgrown vegetation near a stone wall and structure.', 'An outdoor area with discarded furniture, piles of trash, and overgrown vegetation near a stone wall and structure.', 'An outdoor area with discarded furniture, piles of trash, and overgrown vegetation near a stone wall and structure.']"
185,92,185_trash_orange_car_scattered debris,"['trash', 'orange', 'car', 'scattered debris', 'road', 'concrete', 'background', 'broken', 'scattered', 'debris']","['A highway with scattered debris, trash, and a broken orange object on the road, with a concrete barrier and a car in the background.', 'A highway with scattered debris, trash, and a broken orange object on the road, with a concrete barrier and a car in the background.', 'A highway with scattered debris, trash, and a broken orange object on the road, with a concrete barrier and a car in the background.']"
186,92,186_graffiti scattered_blackandwhite photograph_building interior_interior broken,"['graffiti scattered', 'blackandwhite photograph', 'building interior', 'interior broken', 'blackandwhite', 'neglected', 'abandoned building', 'debris floor', 'exposed', 'deteriorating']","['An abandoned building interior with broken windows, graffiti, and scattered debris on the floor.', 'An abandoned building interior with broken windows, graffiti, and scattered debris on the floor.', 'An abandoned building interior with broken windows, graffiti, and scattered debris on the floor.']"
187,92,187_vibrant_old weathered_rests_old,"['vibrant', 'old weathered', 'rests', 'old', 'windowsill', 'large', 'weathered', 'green', 'background', 'aged']","['A large, vibrant green crystal rests on a windowsill with an old, weathered barn in the background.', 'A large, vibrant green crystal rests on a windowsill with an old, weathered barn in the background.', 'A large, vibrant green crystal rests on a windowsill with an old, weathered barn in the background.']"
188,90,188_scenic_surrounded trees_filtering foliage_hills,"['scenic', 'surrounded trees', 'filtering foliage', 'hills', 'sunlight filtering', 'filtering', 'trees sunlight', 'distance', 'rocky slope', 'slope']","['A rocky slope with a wooden fence, surrounded by trees and sunlight filtering through the foliage.', 'A rocky slope with a wooden fence, surrounded by trees and sunlight filtering through the foliage.', 'A rocky slope with a wooden fence, surrounded by trees and sunlight filtering through the foliage.']"
189,89,189_like_items_lights_various,"['like', 'items', 'lights', 'various', 'market area', 'area wooden', 'wooden counter', 'outdoor market', 'paved', 'counter']","['An outdoor market area with a wooden counter, hanging lights, plants, and various items like stacked containers and a flower arrangement on a paved patio.', 'An outdoor market area with a wooden counter, hanging lights, potted plants, and various items like stacked containers and a flower arrangement on a paved patio.', 'An outdoor market area with a wooden counter, hanging lights, potted plants, and various items like stacked containers and a flower arrangement on a paved patio.']"
190,88,190_filtering foliage_sunlight filtering_filtering_trees sunlight,"['filtering foliage', 'sunlight filtering', 'filtering', 'trees sunlight', 'rocky slope', 'slope', 'rocky', 'wooden fence', 'foliage', 'fence trees']","['A rocky slope with a wooden fence, trees, and sunlight filtering through the foliage.', 'A rocky slope with a wooden fence, trees, and sunlight filtering through the foliage.', 'A rocky slope with a wooden fence, trees, and sunlight filtering through the foliage.']"
191,88,191_pots_deteriorating_wooden floor_floor room,"['pots', 'deteriorating', 'wooden floor', 'floor room', 'brick', 'sitting stone', 'people sitting', 'sitting', 'blocks shaded', 'blocks']","['An empty room with deteriorating brick walls and two terracotta pots on a wooden floor.', 'An empty room with deteriorating brick walls and two terracotta pots on a wooden floor.', 'An empty room with deteriorating brick walls and two terracotta pots on a wooden floor.']"
192,88,192_multistory building_multistory_graffiti entrance_base,"['multistory building', 'multistory', 'graffiti entrance', 'base', 'entrance', 'building broken', 'vegetation surrounding', 'windows overgrown', 'overgrown vegetation', 'surrounding']","['A multi-story building with broken windows, graffiti on the entrance, and overgrown vegetation surrounding its base.', 'A multi-story building with broken windows, graffiti on the entrance, and overgrown vegetation surrounding its base.', 'A multi-story building with broken windows, graffiti on the entrance, and overgrown vegetation surrounding its base.']"
193,88,193_bare trees_bare_gray_trees distant,"['bare trees', 'bare', 'gray', 'trees distant', 'wooden floor', 'featuring', 'light', 'distant', 'wall', 'clear sky']","['A view of a wooded area with bare trees and a distant city skyline under a clear sky.', 'A view of a wooded area with bare trees and a distant city skyline under a clear sky.', 'A view of a wooded area with bare trees and a distant city skyline under a clear sky.']"
194,87,194_leaves buildings_buildings visible_park trees_trees fallen,"['leaves buildings', 'buildings visible', 'park trees', 'trees fallen', 'sunlit', 'park', 'fallen leaves', 'visible background', 'leaves', 'fallen']","['A sunlit park with trees and fallen leaves, with buildings visible in the background.', 'A sunlit park with trees and fallen leaves, with buildings visible in the background.', 'A sunlit park with trees and fallen leaves, with buildings visible in the background.']"
195,87,195_trees clear_scattered ground_sky people_surrounded trees,"['trees clear', 'scattered ground', 'sky people', 'surrounded trees', 'base', 'abandoned building', 'tall brick', 'people near', 'entrance', 'tall']","['A tall brick building with a stone base, surrounded by trees and a clear sky, with people near the entrance.', 'A tall brick building with a stone base, surrounded by trees and a clear sky, with people near the entrance.', 'A tall brick building with a stone base, surrounded by trees and a clear sky with people near the entrance.']"
196,87,196_seated stone_people seated_seated_blocks shaded,"['seated stone', 'people seated', 'seated', 'blocks shaded', 'uniforms', 'stone blocks', 'blocks', 'structure trees', 'background people', 'trees buildings']","['Several people are seated on stone blocks under a shaded structure with trees and buildings visible in the background.', 'Several people are seated on stone blocks under a shaded structure with trees and buildings visible in the background.', 'Several people are seated on stone blocks under a shaded structure with trees and buildings visible in the background.']"
197,86,197_including_damaged_emergency_damaged vehicle,"['including', 'damaged', 'emergency', 'damaged vehicle', 'car', 'car accident', 'people gathered', 'gathered', 'present', 'accident']","['Emergency responders, including firefighters, are attending to a car accident with people gathered around the damaged vehicle.', 'Emergency responders, including firefighters, are attending to a car accident with a damaged vehicle and people gathered around.', 'Emergency responders, including firefighters, are attending to a car accident with people gathered around the damaged vehicle.']"
198,86,198_day_stalls_market stalls_pedestrians walking,"['day', 'stalls', 'market stalls', 'pedestrians walking', 'busy urban', 'walking', 'urban street', 'peeling walls', 'deteriorated', 'sunset casting']","['A busy urban street with pedestrians walking past shops and market stalls on a clear day.', 'A busy urban street with pedestrians walking past shops and market stalls on a clear day.', 'A busy urban street with pedestrians walking past shops and market stalls on a clear day.']"
199,86,199_paint debris_peeling paint_industrial building_abandoned industrial,"['paint debris', 'peeling paint', 'industrial building', 'abandoned industrial', 'paint', 'building broken', 'floor abandoned', 'industrial', 'peeling', 'scattered floor']","['An abandoned industrial building with broken windows, peeling paint, and debris scattered on the floor.', 'An abandoned industrial building with broken windows, peeling paint, and debris scattered on the floor.', 'An abandoned industrial building with broken windows, peeling paint, and debris scattered on the floor.']"
200,85,200_base_sky people_tall brick_people near,"['base', 'sky people', 'tall brick', 'people near', 'entrance', 'tall', 'clear sky', 'surrounded', 'brick', 'stone']","['A tall brick building with a stone base, surrounded by greenery and a clear sky, with people near the entrance.', 'A tall brick building with a stone base, surrounded by greenery and a clear sky, with people near the entrance.', 'A tall brick building with a stone base, surrounded by greenery and a clear sky, with people near the entrance.']"
201,85,201_hills_distance_sunset_green,"['hills', 'distance', 'sunset', 'green', 'visible', 'clear sky', 'clear', 'sky', '', '']","['A serene sunset over rolling green hills with the ocean visible in the distance.', 'A serene sunset over rolling green hills with the ocean visible in the distance.', 'A serene sunset over rolling green hills with the ocean visible in the distance.']"
202,85,202_vintage_captured_bridge water_persons legs,"['vintage', 'captured', 'bridge water', 'persons legs', 'legs', 'persons', 'water', 'trees cityscape', 'cityscape', 'cityscape greenery']","[""A person's legs in jeans and white sneakers are visible, with a view of a bridge over water, trees, and a cityscape in the background, captured with a vintage filter."", ""A person's legs in jeans and white sneakers are visible, with a view of a bridge over water, trees, and a cityscape in the background, captured with a vintage filter."", ""A person's legs in jeans and white sneakers are visible, with a view of a bridge over water, trees, and a cityscape in the background, captured with a vintage filter.""]"
203,85,203_appearing_people gathered_group_gathered,"['appearing', 'people gathered', 'group', 'gathered', 'showing', 'scene', 'vehicle', 'military', 'people', 'appears']","['A nighttime scene showing a group of people gathered near a military vehicle, some holding flags and appearing to be engaged in a protest.', 'A nighttime scene showing a group of people gathered near a military vehicle, some holding flags and appearing to be involved in a protest.', 'A nighttime scene showing a group of people gathered near a military vehicle, some holding flags and appearing to be engaged in a protest.']"
204,84,204_sits_flowers_window_windowsill,"['sits', 'flowers', 'window', 'windowsill', 'greenery visible', 'greenery', 'view', 'overlooking', 'outdoor area', 'outdoor']","['A plush panda toy sits on a windowsill next to a vase with flowers, with a view of greenery and a balcony outside the window.', 'A plush panda toy sits on a windowsill beside a vase with flowers, with a view of greenery outside the window.', 'A plush panda toy sits on a windowsill next to a vase of flowers, with a view of greenery outside through a window.']"
205,84,205_counter_counter plants_working_outdoor market,"['counter', 'counter plants', 'working', 'outdoor market', 'wooden counter', 'equipment', 'plants', 'market', 'person', 'outdoor']","['An outdoor market area with a wooden counter, plants, and equipment, with a person working behind the counter.', 'An outdoor market or café area with a wooden counter, plants, and equipment, with a person working behind the counter.', 'An outdoor market or café area with a wooden counter, plants, and equipment, with a person working behind the counter.']"
206,82,206_graffiti overgrown_multistory building_vegetation surrounding_multistory,"['graffiti overgrown', 'multistory building', 'vegetation surrounding', 'multistory', 'shattered', 'surrounding', 'winds forest', 'boardwalk winds', 'winds', 'forest fallen']","['A multi-story building with shattered windows, graffiti, and overgrown vegetation surrounding its entrance.', 'A multi-story building with shattered windows, graffiti, and overgrown vegetation surrounding its entrance.', 'A multi-story building with shattered windows, graffiti, and overgrown vegetation surrounding its entrance.']"
207,82,207_fence trees_rocky slope_slope_rocky,"['fence trees', 'rocky slope', 'slope', 'rocky', 'wooden fence', 'bright', 'large', 'fence', 'trees', 'wooden']","['A rocky slope with large boulders, a wooden fence, and trees under a bright sun.', 'A rocky slope with large boulders, a wooden fence, and trees under a bright sun.', 'A rocky slope with large boulders, a wooden fence, and trees under a bright sun.']"
